127.0.0.1 - - [20/Nov/2024:15:02:16 +0800] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:28 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:28 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:28 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:28 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:28 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:28 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:28 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:28 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:28 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:28 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:28 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:28 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:28 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:28 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:28 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:29 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:30 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:30 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:30 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:30 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:30 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:30 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:30 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:30 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:30 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:30 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:30 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:30 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:31 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:31 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:31 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:31 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:31 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:31 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:31 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:31 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:31 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:31 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2769
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:31 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:31 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:32 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2765
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:32 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:32 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:32 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2765
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:32 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:32 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:32 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2765
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:32 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:32 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2765
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2765
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2765
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2765
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2765
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2765
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:33 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:34 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2765
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:34 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:34 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:42 +0800] "GET /javaweb/products HTTP/1.1" 200 2971
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:43 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:46 +0800] "GET /javaweb/products HTTP/1.1" 200 2971
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:47 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:48 +0800] "GET /javaweb/cart HTTP/1.1" 200 2982
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:50 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2765
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:51 +0800] "GET /javaweb/product/sales/ranking HTTP/1.1" 200 2508
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:52 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2765
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:55 +0800] "GET /javaweb/order/history HTTP/1.1" 200 2765
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:56 +0800] "GET /javaweb/cart HTTP/1.1" 200 2982
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:08:57 +0800] "GET /javaweb/product/sales/ranking HTTP/1.1" 200 2508
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:09:19 +0800] "GET /javaweb/users HTTP/1.1" 200 4017
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:09:30 +0800] "GET /javaweb/login HTTP/1.1" 200 1002
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:09:33 +0800] "POST /javaweb/login HTTP/1.1" 200 1334
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:09:34 +0800] "GET /javaweb/login HTTP/1.1" 200 1002
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:09:38 +0800] "POST /javaweb/login HTTP/1.1" 200 1334
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:09:39 +0800] "GET /javaweb/login HTTP/1.1" 200 1002
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:09:42 +0800] "POST /javaweb/login HTTP/1.1" 200 1412
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:09:44 +0800] "GET /javaweb/products HTTP/1.1" 200 2971
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:09:45 +0800] "GET /javaweb/users HTTP/1.1" 200 4017
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:09:51 +0800] "GET /javaweb/user/get?username=mary HTTP/1.1" 200 2867
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:10:02 +0800] "POST /javaweb/user/update/password HTTP/1.1" 200 1393
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:10:10 +0800] "GET /javaweb/login HTTP/1.1" 200 1002
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:10:27 +0800] "POST /javaweb/login HTTP/1.1" 200 1334
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:10:28 +0800] "GET /javaweb/login HTTP/1.1" 200 1002
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:10:35 +0800] "POST /javaweb/login HTTP/1.1" 200 1412
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:10:36 +0800] "GET /javaweb/users HTTP/1.1" 200 4017
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:10:43 +0800] "GET /javaweb/user/delete?userId=4 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:10:43 +0800] "GET /javaweb/user HTTP/1.1" 200 3644
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:10:52 +0800] "POST /javaweb/user/add HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:10:52 +0800] "GET /javaweb/user HTTP/1.1" 200 4017
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:10:58 +0800] "GET /javaweb/products HTTP/1.1" 200 2971
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:01 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:35 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:35 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:35 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:35 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:36 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:37 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:38 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:39 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:40 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:40 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:40 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:40 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:40 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:40 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:40 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
